0.08,0,0,0,0,0,1,0,0,0,0,0,0,19.85
0,1,0,0,0,0,0,6.25,0,0,0,0,0,125
0,0,1,0,0,0,0,0,25,0,0,0,0,11104.75
0,0,0,1,0,0,0,0,0,12.5,0,0,0,4649
0,0,0,0,1,0,0,0,0,0,16.6666666666667,0,0,7012.66666666667
0,0,0,0,0,0.9,0,0,0,0,0,1,0,13.984
-0.06,0,0,0,0,-0.02,0,2.1875,36.75,5.875,3.83333333333333,0,1,20165.6758333333
